日期,收盘,开盘,高,低,交易量,涨跌幅
1999-11-10,"1,373.46","1,365.28","1,379.18","1,359.98",-,0.60%
1999-11-11,"1,381.46","1,373.46","1,382.12","1,372.19",-,0.58%
1999-11-12,"1,396.06","1,381.46","1,396.12","1,368.54",-,1.06%
1999-11-15,"1,394.39","1,396.06","1,398.58","1,392.28",-,-0.12%
1999-11-16,"1,420.07","1,394.39","1,420.36","1,394.39",-,1.84%
1999-11-17,"1,410.71","1,420.07","1,423.44","1,410.69",-,-0.66%
1999-11-18,"1,424.94","1,410.71","1,425.31","1,410.71",-,1.01%
1999-11-19,"1,422.00","1,424.94","1,424.94","1,417.54",-,-0.21%
1999-11-22,"1,420.94","1,422.00","1,425.00","1,412.40",-,-0.07%
1999-11-23,"1,404.64","1,420.94","1,423.91","1,402.20",-,-1.15%
1999-11-24,"1,417.08","1,404.64","1,419.71","1,399.17",-,0.89%
1999-11-26,"1,416.62","1,417.08","1,425.24","1,416.14",-,-0.03%
1999-11-29,"1,407.83","1,416.62","1,416.62","1,404.15",-,-0.62%
1999-11-30,"1,388.91","1,407.83","1,410.59","1,386.95",-,-1.34%
1999-12-1,"1,397.72","1,388.91","1,400.12","1,387.38",-,0.63%
1999-12-2,"1,409.04","1,397.72","1,409.04","1,397.72",-,0.81%
1999-12-3,"1,433.30","1,409.04","1,447.42","1,409.04",-,1.72%
1999-12-6,"1,423.33","1,433.30","1,434.15","1,418.25",-,-0.70%
1999-12-7,"1,409.17","1,423.33","1,426.81","1,409.17",-,-0.99%
1999-12-8,"1,403.88","1,409.17","1,415.66","1,403.88",-,-0.38%
1999-12-9,"1,408.11","1,403.88","1,418.43","1,391.47",-,0.30%
1999-12-10,"1,417.04","1,408.11","1,421.58","1,405.65",-,0.63%
1999-12-13,"1,415.22","1,417.04","1,421.58","1,410.10",-,-0.13%
1999-12-14,"1,403.17","1,415.22","1,418.30","1,401.59",-,-0.85%
1999-12-15,"1,413.33","1,403.17","1,417.40","1,396.20",-,0.72%
1999-12-16,"1,418.78","1,413.32","1,423.11","1,408.35",-,0.39%
1999-12-17,"1,421.03","1,418.78","1,431.77","1,418.78",-,0.16%
1999-12-20,"1,418.09","1,421.03","1,429.16","1,411.10",-,-0.21%
1999-12-21,"1,433.43","1,418.09","1,436.47","1,414.80",-,1.08%
1999-12-22,"1,436.13","1,433.43","1,440.02","1,429.13",-,0.19%
1999-12-23,"1,458.34","1,436.13","1,461.44","1,436.13",-,1.55%
1999-12-27,"1,457.10","1,458.34","1,463.19","1,450.83",-,-0.09%
1999-12-28,"1,457.66","1,457.09","1,462.68","1,452.78",-,0.04%
1999-12-29,"1,463.46","1,457.66","1,467.47","1,457.66",-,0.40%
1999-12-30,"1,464.47","1,463.46","1,473.10","1,462.60",-,0.07%
1999-12-31,"1,469.25","1,464.47","1,472.42","1,458.19",-,0.33%
2000-1-3,"1,455.22","1,469.25","1,478.00","1,438.36",-,-0.95%
2000-1-4,"1,399.42","1,455.22","1,455.22","1,397.43",-,-3.83%
2000-1-5,"1,402.11","1,399.42","1,413.27","1,377.68",-,0.19%
2000-1-6,"1,403.45","1,402.11","1,411.90","1,392.10",-,0.10%
2000-1-7,"1,441.47","1,403.45","1,441.47","1,400.73",-,2.71%
2000-1-10,"1,457.60","1,441.47","1,464.36","1,441.47",-,1.12%
2000-1-11,"1,438.56","1,457.60","1,458.66","1,434.42",-,-1.31%
2000-1-12,"1,432.25","1,438.56","1,442.60","1,427.08",-,-0.44%
2000-1-13,"1,449.68","1,432.25","1,454.20","1,432.25",-,1.22%
2000-1-14,"1,465.15","1,449.68","1,473.00","1,449.68",-,1.07%
2000-1-18,"1,455.14","1,465.15","1,465.15","1,451.30",-,-0.68%
2000-1-19,"1,455.90","1,455.14","1,461.39","1,448.68",-,0.05%
2000-1-20,"1,445.57","1,455.90","1,465.71","1,438.54",-,-0.71%
2000-1-21,"1,441.36","1,445.57","1,453.18","1,439.60",-,-0.29%
2000-1-24,"1,401.53","1,441.36","1,454.09","1,395.42",-,-2.76%
2000-1-25,"1,410.03","1,401.53","1,414.26","1,388.49",-,0.61%
2000-1-26,"1,404.09","1,410.03","1,412.73","1,400.16",-,-0.42%
2000-1-27,"1,398.56","1,404.09","1,418.86","1,370.99",-,-0.39%
2000-1-28,"1,360.16","1,398.56","1,398.56","1,356.20",-,-2.75%
2000-1-31,"1,394.46","1,360.16","1,394.48","1,350.14",-,2.52%
2000-2-1,"1,409.28","1,394.46","1,412.49","1,384.79",-,1.06%
2000-2-2,"1,409.12","1,409.28","1,420.61","1,403.49",-,-0.01%
2000-2-3,"1,424.97","1,409.12","1,425.78","1,398.52",-,1.12%
2000-2-4,"1,424.37","1,424.97","1,435.91","1,420.63",-,-0.04%
2000-2-7,"1,424.24","1,424.37","1,427.15","1,413.33",-,-0.01%
2000-2-8,"1,441.72","1,424.24","1,441.83","1,424.24",-,1.23%
2000-2-9,"1,411.71","1,441.72","1,444.55","1,411.65",-,-2.08%
2000-2-10,"1,416.83","1,411.70","1,422.10","1,406.43",-,0.36%
2000-2-11,"1,387.12","1,416.83","1,416.83","1,378.89",-,-2.10%
2000-2-14,"1,389.94","1,387.12","1,394.93","1,380.53",-,0.20%
2000-2-15,"1,402.05","1,389.94","1,407.72","1,376.25",-,0.87%
2000-2-16,"1,387.67","1,402.05","1,404.55","1,385.58",-,-1.03%
2000-2-17,"1,388.26","1,387.67","1,399.88","1,380.07",-,0.04%
2000-2-18,"1,346.09","1,388.26","1,388.59","1,345.32",-,-3.04%
2000-2-22,"1,352.17","1,346.09","1,358.11","1,331.88",-,0.45%
2000-2-23,"1,360.69","1,352.17","1,370.11","1,342.44",-,0.63%
2000-2-24,"1,353.43","1,360.69","1,364.80","1,329.88",-,-0.53%
2000-2-25,"1,333.36","1,353.43","1,362.14","1,329.15",-,-1.48%
2000-2-28,"1,348.05","1,333.36","1,360.82","1,325.07",-,1.10%
2000-2-29,"1,366.42","1,348.05","1,369.63","1,348.05",-,1.36%
2000-3-1,"1,379.19","1,366.42","1,383.46","1,366.42",-,0.93%
2000-3-2,"1,381.76","1,379.19","1,386.56","1,370.35",-,0.19%
2000-3-3,"1,409.17","1,381.76","1,410.88","1,381.76",-,1.98%
2000-3-6,"1,391.28","1,409.17","1,409.74","1,384.75",-,-1.27%
2000-3-7,"1,355.62","1,391.28","1,399.21","1,349.99",-,-2.56%
2000-3-8,"1,366.70","1,355.62","1,373.79","1,346.62",-,0.82%
2000-3-9,"1,401.69","1,366.70","1,401.82","1,357.88",-,2.56%
2000-3-10,"1,395.07","1,401.69","1,413.46","1,392.07",-,-0.47%
2000-3-13,"1,383.62","1,395.07","1,398.39","1,364.84",-,-0.82%
2000-3-14,"1,359.15","1,383.62","1,395.15","1,359.15",-,-1.77%
2000-3-15,"1,392.14","1,359.15","1,397.99","1,356.99",-,2.43%
2000-3-16,"1,458.47","1,392.15","1,458.47","1,392.15",-,4.76%
2000-3-17,"1,464.47","1,458.47","1,477.33","1,453.32",-,0.41%
2000-3-20,"1,456.63","1,464.47","1,470.30","1,448.49",-,-0.54%
2000-3-21,"1,493.87","1,456.63","1,493.92","1,446.06",-,2.56%
2000-3-22,"1,500.64","1,493.87","1,505.08","1,487.33",-,0.45%
2000-3-23,"1,527.35","1,500.64","1,532.50","1,492.39",-,1.78%
2000-3-24,"1,527.46","1,527.35","1,552.87","1,516.83",-,0.01%
2000-3-27,"1,523.86","1,527.46","1,534.63","1,518.46",-,-0.24%
2000-3-28,"1,507.73","1,523.86","1,527.36","1,507.09",-,-1.06%
2000-3-29,"1,508.52","1,507.73","1,521.45","1,497.45",-,0.05%
2000-3-30,"1,487.92","1,508.52","1,517.38","1,474.63",-,-1.37%
2000-3-31,"1,498.58","1,487.92","1,519.81","1,484.38",-,0.72%
2000-4-3,"1,505.97","1,498.58","1,507.19","1,486.96",-,0.49%
2000-4-4,"1,494.73","1,505.98","1,526.45","1,416.41",-,-0.75%
2000-4-5,"1,487.37","1,494.73","1,506.55","1,478.05",-,-0.49%
2000-4-6,"1,501.34","1,487.37","1,511.76","1,487.37",-,0.94%
2000-4-7,"1,516.35","1,501.34","1,518.68","1,501.34",-,1.00%
2000-4-10,"1,504.46","1,516.35","1,527.19","1,503.35",-,-0.78%
2000-4-11,"1,500.59","1,504.46","1,512.80","1,486.78",-,-0.26%
2000-4-12,"1,467.17","1,500.59","1,509.08","1,466.15",-,-2.23%
2000-4-13,"1,440.51","1,467.17","1,477.52","1,439.34",-,-1.82%
2000-4-14,"1,356.56","1,440.51","1,440.51","1,339.40",-,-5.83%
2000-4-17,"1,401.44","1,356.56","1,401.53","1,346.50",-,3.31%
2000-4-18,"1,441.61","1,401.44","1,441.61","1,397.81",-,2.87%
2000-4-19,"1,427.47","1,441.61","1,447.69","1,424.26",-,-0.98%
2000-4-20,"1,434.54","1,427.47","1,435.49","1,422.08",-,0.50%
2000-4-24,"1,429.86","1,434.54","1,434.54","1,407.13",-,-0.33%
2000-4-25,"1,477.44","1,429.86","1,477.67","1,429.86",-,3.33%
2000-4-26,"1,460.99","1,477.44","1,482.94","1,456.98",-,-1.11%
2000-4-27,"1,464.92","1,460.99","1,469.21","1,434.81",-,0.27%
2000-4-28,"1,452.43","1,464.92","1,473.62","1,448.15",-,-0.85%
2000-5-1,"1,468.25","1,452.43","1,481.51","1,452.43",-,1.09%
2000-5-2,"1,446.29","1,468.25","1,468.25","1,445.22",-,-1.50%
2000-5-3,"1,415.10","1,446.29","1,446.29","1,398.36",-,-2.16%
2000-5-4,"1,409.57","1,415.10","1,420.99","1,404.94",-,-0.39%
2000-5-5,"1,432.63","1,409.57","1,436.03","1,405.08",-,1.64%
2000-5-8,"1,424.17","1,432.63","1,432.63","1,417.05",-,-0.59%
2000-5-9,"1,412.14","1,424.17","1,430.28","1,401.85",-,-0.84%
2000-5-10,"1,383.05","1,412.14","1,412.14","1,375.14",-,-2.06%
2000-5-11,"1,407.81","1,383.05","1,410.26","1,383.05",-,1.79%
2000-5-12,"1,420.96","1,407.81","1,430.13","1,407.81",-,0.93%
2000-5-15,"1,452.36","1,420.96","1,452.39","1,416.54",-,2.21%
2000-5-16,"1,466.04","1,452.36","1,470.40","1,450.76",-,0.94%
2000-5-17,"1,447.80","1,466.04","1,466.04","1,441.67",-,-1.24%
2000-5-18,"1,437.21","1,447.80","1,458.04","1,436.59",-,-0.73%
2000-5-19,"1,406.95","1,437.21","1,437.21","1,401.74",-,-2.11%
2000-5-22,"1,400.72","1,406.95","1,410.55","1,368.73",-,-0.44%
2000-5-23,"1,373.86","1,400.72","1,403.77","1,373.43",-,-1.92%
2000-5-24,"1,399.05","1,373.86","1,401.75","1,361.09",-,1.83%
2000-5-25,"1,381.52","1,399.05","1,411.65","1,373.93",-,-1.25%
2000-5-26,"1,378.02","1,381.52","1,391.42","1,369.75",-,-0.25%
2000-5-30,"1,422.45","1,378.02","1,422.45","1,378.02",-,3.22%
2000-5-31,"1,420.60","1,422.44","1,434.49","1,415.50",-,-0.13%
2000-6-1,"1,448.81","1,420.60","1,448.81","1,420.60",-,1.99%
2000-6-2,"1,477.26","1,448.81","1,483.23","1,448.81",-,1.96%
2000-6-5,"1,467.63","1,477.26","1,477.28","1,464.68",-,-0.65%
2000-6-6,"1,457.84","1,467.63","1,471.36","1,454.74",-,-0.67%
2000-6-7,"1,471.36","1,457.84","1,474.64","1,455.06",-,0.93%
2000-6-8,"1,461.67","1,471.36","1,475.65","1,456.49",-,-0.66%
2000-6-9,"1,456.95","1,461.67","1,472.67","1,454.96",-,-0.32%
2000-6-12,"1,446.00","1,456.95","1,462.93","1,445.99",-,-0.75%
2000-6-13,"1,469.44","1,446.00","1,470.42","1,442.38",-,1.62%
2000-6-14,"1,470.54","1,469.44","1,483.62","1,467.71",-,0.07%
2000-6-15,"1,478.73","1,470.54","1,482.04","1,464.62",-,0.56%
2000-6-16,"1,464.46","1,478.73","1,480.77","1,460.42",-,-0.97%
2000-6-19,"1,486.00","1,464.46","1,488.93","1,459.05",-,1.47%
2000-6-20,"1,475.95","1,486.00","1,487.32","1,470.18",-,-0.68%
2000-6-21,"1,479.13","1,475.95","1,482.19","1,468.00",-,0.22%
2000-6-22,"1,452.18","1,479.13","1,479.13","1,448.03",-,-1.82%
2000-6-23,"1,441.48","1,452.18","1,459.94","1,438.31",-,-0.74%
2000-6-26,"1,455.31","1,441.48","1,459.66","1,441.48",-,0.96%
2000-6-27,"1,450.55","1,455.31","1,463.35","1,450.55",-,-0.33%
2000-6-28,"1,454.82","1,450.55","1,467.63","1,450.55",-,0.29%
2000-6-29,"1,442.39","1,454.82","1,455.14","1,434.63",-,-0.85%
2000-6-30,"1,454.60","1,442.39","1,454.68","1,438.71",-,0.85%
2000-7-3,"1,469.54","1,454.60","1,469.58","1,450.85",-,1.03%
2000-7-5,"1,446.23","1,469.54","1,469.54","1,442.45",-,-1.59%
2000-7-6,"1,456.67","1,446.23","1,461.65","1,439.56",-,0.72%
2000-7-7,"1,478.90","1,456.67","1,484.12","1,456.67",-,1.53%
2000-7-10,"1,475.62","1,478.90","1,486.56","1,474.76",-,-0.22%
2000-7-11,"1,480.88","1,475.62","1,488.77","1,470.48",-,0.36%
2000-7-12,"1,492.92","1,480.88","1,497.69","1,480.88",-,0.81%
2000-7-13,"1,495.84","1,492.92","1,501.39","1,489.65",-,0.20%
2000-7-14,"1,509.98","1,495.84","1,509.99","1,494.56",-,0.95%
2000-7-17,"1,510.49","1,509.98","1,517.32","1,505.26",-,0.03%
2000-7-18,"1,493.74","1,510.49","1,510.49","1,491.35",-,-1.11%
2000-7-19,"1,481.96","1,493.74","1,495.63","1,479.92",-,-0.79%
2000-7-20,"1,495.57","1,481.96","1,501.92","1,481.96",-,0.92%
2000-7-21,"1,480.19","1,495.57","1,495.57","1,477.91",-,-1.03%
2000-7-24,"1,464.29","1,480.19","1,485.88","1,463.80",-,-1.07%
2000-7-25,"1,474.47","1,464.29","1,476.23","1,464.29",-,0.70%
2000-7-26,"1,452.42","1,474.47","1,474.47","1,452.42",-,-1.50%
2000-7-27,"1,449.62","1,452.42","1,464.91","1,445.33",-,-0.19%
2000-7-28,"1,419.89","1,449.62","1,456.68","1,413.89",-,-2.05%
2000-7-31,"1,430.83","1,419.89","1,437.65","1,418.71",-,0.77%
2000-8-1,"1,438.10","1,430.83","1,443.54","1,428.96",-,0.51%
2000-8-2,"1,438.70","1,438.10","1,451.59","1,433.49",-,0.04%
2000-8-3,"1,452.56","1,438.70","1,454.19","1,425.43",-,0.96%
2000-8-4,"1,462.93","1,452.56","1,462.93","1,451.31",-,0.71%
2000-8-7,"1,479.32","1,462.93","1,480.80","1,460.72",-,1.12%
2000-8-8,"1,482.80","1,479.32","1,484.52","1,472.61",-,0.24%
2000-8-9,"1,472.87","1,482.80","1,490.33","1,471.16",-,-0.67%
2000-8-10,"1,460.25","1,472.87","1,475.15","1,459.89",-,-0.86%
2000-8-11,"1,471.84","1,460.25","1,475.72","1,453.06",-,0.79%
2000-8-14,"1,491.56","1,471.84","1,491.64","1,468.56",-,1.34%
2000-8-15,"1,484.43","1,491.56","1,493.12","1,482.74",-,-0.48%
2000-8-16,"1,479.85","1,484.43","1,496.09","1,475.74",-,-0.31%
2000-8-17,"1,496.07","1,479.85","1,499.32","1,479.85",-,1.10%
2000-8-18,"1,491.72","1,496.07","1,499.47","1,488.99",-,-0.29%
2000-8-21,"1,499.48","1,491.72","1,502.84","1,491.13",-,0.52%
2000-8-22,"1,498.13","1,499.48","1,508.45","1,497.42",-,-0.09%
2000-8-23,"1,505.97","1,498.13","1,507.20","1,489.52",-,0.52%
2000-8-24,"1,508.31","1,505.97","1,511.16","1,501.25",-,0.16%
2000-8-25,"1,506.45","1,508.31","1,513.47","1,505.09",-,-0.12%
2000-8-28,"1,514.09","1,506.45","1,523.95","1,506.45",-,0.51%
2000-8-29,"1,509.84","1,514.09","1,514.81","1,505.46",-,-0.28%
2000-8-30,"1,502.59","1,509.84","1,510.49","1,500.09",-,-0.48%
2000-8-31,"1,517.68","1,502.59","1,525.21","1,502.59",-,1.00%
2000-9-1,"1,520.77","1,517.68","1,530.09","1,515.53",-,0.20%
2000-9-5,"1,507.08","1,520.77","1,520.77","1,504.21",-,-0.90%
2000-9-6,"1,492.25","1,507.08","1,512.61","1,492.12",-,-0.98%
2000-9-7,"1,502.51","1,492.25","1,505.34","1,492.25",-,0.69%
2000-9-8,"1,494.50","1,502.51","1,502.51","1,489.88",-,-0.53%
2000-9-11,"1,489.26","1,494.50","1,506.76","1,483.01",-,-0.35%
2000-9-12,"1,481.99","1,489.26","1,496.93","1,479.67",-,-0.49%
2000-9-13,"1,484.91","1,481.99","1,487.45","1,473.61",-,0.20%
2000-9-14,"1,480.87","1,484.91","1,494.16","1,476.73",-,-0.27%
2000-9-15,"1,465.81","1,480.87","1,480.96","1,460.22",-,-1.02%
2000-9-18,"1,444.51","1,465.81","1,467.77","1,441.92",-,-1.45%
2000-9-19,"1,459.90","1,444.51","1,461.16","1,444.51",-,1.07%
2000-9-20,"1,451.34","1,459.90","1,460.49","1,430.95",-,-0.59%
2000-9-21,"1,449.05","1,451.34","1,452.77","1,436.30",-,-0.16%
2000-9-22,"1,448.72","1,449.05","1,449.05","1,421.88",-,-0.02%
2000-9-25,"1,439.03","1,448.72","1,457.42","1,435.93",-,-0.67%
2000-9-26,"1,427.21","1,439.03","1,448.04","1,425.25",-,-0.82%
2000-9-27,"1,426.57","1,427.21","1,437.22","1,419.44",-,-0.04%
2000-9-28,"1,458.29","1,426.57","1,461.69","1,425.78",-,2.22%
2000-9-29,"1,436.51","1,458.29","1,458.29","1,436.29",-,-1.49%
2000-10-2,"1,436.23","1,436.52","1,445.60","1,429.83",-,-0.02%
2000-10-3,"1,426.46","1,436.23","1,454.82","1,425.28",-,-0.68%
2000-10-4,"1,434.32","1,426.46","1,439.99","1,416.31",-,0.55%
2000-10-5,"1,436.28","1,434.32","1,444.17","1,431.80",-,0.14%
2000-10-6,"1,408.99","1,436.28","1,443.30","1,397.06",-,-1.90%
2000-10-9,"1,402.03","1,408.99","1,409.69","1,392.48",-,-0.49%
2000-10-10,"1,387.02","1,402.03","1,408.83","1,383.85",-,-1.07%
2000-10-11,"1,364.59","1,387.02","1,387.02","1,349.67",-,-1.62%
2000-10-12,"1,329.78","1,364.59","1,374.93","1,328.06",-,-2.55%
2000-10-13,"1,374.17","1,329.78","1,374.17","1,327.08",-,3.34%
2000-10-16,"1,374.62","1,374.17","1,379.48","1,365.06",-,0.03%
2000-10-17,"1,349.97","1,374.62","1,380.99","1,342.34",-,-1.79%
2000-10-18,"1,342.13","1,349.97","1,356.65","1,305.79",-,-0.58%
2000-10-19,"1,388.76","1,342.13","1,389.93","1,342.13",-,3.47%
2000-10-20,"1,396.93","1,388.76","1,408.47","1,382.19",-,0.59%
2000-10-23,"1,395.78","1,396.93","1,406.96","1,387.75",-,-0.08%
2000-10-24,"1,398.13","1,395.78","1,415.64","1,388.13",-,0.17%
2000-10-25,"1,364.90","1,398.13","1,398.13","1,362.21",-,-2.38%
2000-10-26,"1,364.44","1,364.90","1,372.72","1,337.81",-,-0.03%
2000-10-27,"1,379.58","1,364.44","1,384.57","1,364.13",-,1.11%
2000-10-30,"1,398.66","1,379.58","1,406.36","1,376.86",-,1.38%
2000-10-31,"1,429.40","1,398.66","1,432.22","1,398.66",-,2.20%
2000-11-1,"1,421.22","1,429.40","1,429.60","1,410.45",-,-0.57%
2000-11-2,"1,428.32","1,421.22","1,433.40","1,421.22",-,0.50%
2000-11-3,"1,426.69","1,428.32","1,433.21","1,420.92",-,-0.11%
2000-11-6,"1,432.19","1,428.76","1,438.46","1,427.72",-,0.39%
2000-11-7,"1,431.87","1,432.19","1,436.22","1,423.26",-,-0.02%
2000-11-8,"1,409.28","1,431.87","1,437.28","1,408.78",-,-1.58%
2000-11-9,"1,400.14","1,409.28","1,409.28","1,369.68",-,-0.65%
2000-11-10,"1,365.98","1,400.14","1,400.14","1,365.97",-,-2.44%
2000-11-13,"1,351.26","1,365.98","1,365.98","1,328.62",-,-1.08%
2000-11-14,"1,382.95","1,351.26","1,390.06","1,351.26",-,2.35%
2000-11-15,"1,389.81","1,382.95","1,395.96","1,374.75",-,0.50%
2000-11-16,"1,372.32","1,389.81","1,394.76","1,370.39",-,-1.26%
2000-11-17,"1,367.72","1,372.32","1,384.85","1,355.55",-,-0.34%
2000-11-20,"1,342.62","1,367.72","1,367.72","1,341.67",-,-1.84%
2000-11-21,"1,347.35","1,342.62","1,355.87","1,333.62",-,0.35%
2000-11-22,"1,322.36","1,347.35","1,347.35","1,321.89",-,-1.85%
2000-11-24,"1,341.77","1,322.36","1,343.83","1,322.36",-,1.47%
2000-11-27,"1,348.97","1,341.77","1,362.50","1,341.77",-,0.54%
2000-11-28,"1,336.09","1,348.97","1,358.81","1,334.97",-,-0.95%
2000-11-29,"1,341.93","1,336.09","1,352.38","1,329.28",-,0.44%
2000-11-30,"1,314.95","1,341.91","1,341.91","1,294.90",-,-2.01%
2000-12-1,"1,315.23","1,314.95","1,334.67","1,307.02",-,0.02%
2000-12-4,"1,324.97","1,315.18","1,332.06","1,310.23",-,0.74%
2000-12-5,"1,376.54","1,324.97","1,376.56","1,324.97",-,3.89%
2000-12-6,"1,351.46","1,376.54","1,376.54","1,346.15",-,-1.82%
2000-12-7,"1,343.55","1,351.46","1,353.50","1,339.26",-,-0.59%
2000-12-8,"1,369.89","1,343.55","1,380.33","1,343.55",-,1.96%
2000-12-11,"1,380.20","1,369.89","1,389.05","1,364.14",-,0.75%
2000-12-12,"1,371.18","1,380.20","1,380.27","1,370.27",-,-0.65%
2000-12-13,"1,359.99","1,371.18","1,385.82","1,358.48",-,-0.82%
2000-12-14,"1,340.93","1,359.99","1,359.99","1,340.48",-,-1.40%
2000-12-15,"1,312.15","1,340.93","1,340.93","1,305.38",-,-2.15%
2000-12-18,"1,322.74","1,312.15","1,332.32","1,312.15",-,0.81%
2000-12-19,"1,305.60","1,322.96","1,346.44","1,305.20",-,-1.30%
2000-12-20,"1,264.74","1,305.60","1,305.60","1,261.16",-,-3.13%
2000-12-21,"1,274.86","1,264.74","1,285.31","1,254.07",-,0.80%
2000-12-22,"1,305.95","1,274.86","1,305.97","1,274.86",-,2.44%
2000-12-26,"1,315.19","1,305.97","1,315.94","1,301.64",-,0.71%
2000-12-27,"1,328.92","1,315.19","1,332.03","1,310.96",-,1.04%
2000-12-28,"1,334.22","1,328.92","1,335.93","1,325.78",-,0.40%
2000-12-29,"1,320.28","1,334.22","1,340.10","1,317.51",-,-1.04%
2001-1-2,"1,283.27","1,320.28","1,320.28","1,276.05",-,-2.80%
2001-1-3,"1,347.56","1,283.27","1,347.76","1,274.62",-,5.01%
2001-1-4,"1,333.34","1,347.56","1,350.24","1,329.14",-,-1.06%
2001-1-5,"1,298.35","1,333.34","1,334.77","1,294.95",-,-2.62%
2001-1-8,"1,295.86","1,298.35","1,298.35","1,276.29",-,-0.19%
2001-1-9,"1,300.80","1,295.86","1,311.72","1,295.14",-,0.38%
2001-1-10,"1,313.27","1,300.80","1,313.76","1,287.28",-,0.96%
2001-1-11,"1,326.82","1,313.27","1,332.19","1,309.72",-,1.03%
2001-1-12,"1,318.55","1,326.82","1,333.21","1,311.59",-,-0.62%
2001-1-16,"1,326.65","1,318.32","1,327.81","1,313.33",-,0.61%
2001-1-17,"1,329.47","1,326.65","1,346.92","1,325.41",-,0.21%
2001-1-18,"1,347.97","1,329.89","1,352.71","1,327.41",-,1.39%
2001-1-19,"1,342.54","1,347.97","1,354.55","1,336.74",-,-0.40%
2001-1-22,"1,342.90","1,342.54","1,353.62","1,333.84",-,0.03%
2001-1-23,"1,360.40","1,342.90","1,362.90","1,339.63",-,1.30%
2001-1-24,"1,364.30","1,360.40","1,369.75","1,357.28",-,0.29%
2001-1-25,"1,357.51","1,364.30","1,367.35","1,354.63",-,-0.50%
2001-1-26,"1,354.95","1,357.51","1,357.51","1,342.75",-,-0.19%
2001-1-29,"1,364.17","1,354.92","1,365.54","1,350.36",-,0.68%
2001-1-30,"1,373.73","1,364.17","1,375.68","1,356.20",-,0.70%
2001-1-31,"1,366.01","1,373.73","1,383.37","1,364.66",-,-0.56%
2001-2-1,"1,373.47","1,366.01","1,373.50","1,359.34",-,0.55%
2001-2-2,"1,349.47","1,373.47","1,376.38","1,348.72",-,-1.75%
2001-2-5,"1,354.31","1,349.47","1,354.56","1,344.48",-,0.36%
2001-2-6,"1,352.26","1,354.31","1,363.55","1,350.04",-,-0.15%
2001-2-7,"1,340.89","1,352.26","1,352.26","1,334.26",-,-0.84%
2001-2-8,"1,332.53","1,341.10","1,350.32","1,332.42",-,-0.62%
2001-2-9,"1,314.76","1,332.53","1,332.53","1,309.98",-,-1.33%
2001-2-12,"1,330.31","1,314.76","1,330.96","1,313.64",-,1.18%
2001-2-13,"1,318.80","1,330.31","1,336.62","1,317.51",-,-0.87%
2001-2-14,"1,315.92","1,318.80","1,320.73","1,304.72",-,-0.22%
2001-2-15,"1,326.61","1,315.92","1,331.29","1,315.92",-,0.81%
2001-2-16,"1,301.53","1,326.61","1,326.61","1,293.18",-,-1.89%
2001-2-20,"1,278.94","1,301.53","1,307.16","1,278.44",-,-1.74%
2001-2-21,"1,255.27","1,278.94","1,282.97","1,253.16",-,-1.85%
2001-2-22,"1,252.82","1,255.27","1,259.94","1,228.33",-,-0.20%
2001-2-23,"1,245.86","1,252.82","1,252.82","1,215.44",-,-0.56%
2001-2-26,"1,267.65","1,245.86","1,267.69","1,241.71",-,1.75%
2001-2-27,"1,257.94","1,267.65","1,272.76","1,252.26",-,-0.77%
