日期,收盘,开盘,高,低,交易量,涨跌幅
1980-5-20,107.62,107.67,108.39,106.75,-,-0.05%
1980-5-21,107.72,107.62,108.31,106.54,-,0.09%
1980-5-22,109.01,107.72,109.73,107.34,-,1.20%
1980-5-23,110.62,109.01,111.37,109.01,-,1.48%
1980-5-27,111.40,110.62,112.30,110.35,-,0.71%
1980-5-28,112.06,111.40,112.72,110.42,-,0.59%
1980-5-29,110.27,112.06,112.64,109.86,-,-1.60%
1980-5-30,111.24,110.27,111.55,108.87,-,0.88%
1980-6-2,110.76,111.24,112.15,110.06,-,-0.43%
1980-6-3,110.51,110.76,111.63,109.77,-,-0.23%
1980-6-4,112.61,110.51,113.45,110.22,-,1.90%
1980-6-5,112.78,112.61,114.38,111.89,-,0.15%
1980-6-6,113.20,112.78,114.01,112.11,-,0.37%
1980-6-9,113.71,113.20,114.51,112.68,-,0.45%
1980-6-10,114.66,113.71,115.50,113.17,-,0.84%
1980-6-11,116.02,114.66,116.64,114.22,-,1.19%
1980-6-12,115.52,116.02,117.01,114.28,-,-0.43%
1980-6-13,115.81,115.52,116.94,114.67,-,0.25%
1980-6-16,116.09,115.81,116.80,114.78,-,0.24%
1980-6-17,116.03,116.09,117.16,115.13,-,-0.05%
1980-6-18,116.26,116.03,116.84,114.77,-,0.20%
1980-6-19,114.66,116.26,116.81,114.36,-,-1.38%
1980-6-20,114.06,114.66,114.90,113.12,-,-0.52%
1980-6-23,114.51,114.06,115.28,113.35,-,0.39%
1980-6-24,115.14,114.51,115.75,113.76,-,0.55%
1980-6-25,116.72,115.14,117.37,115.07,-,1.37%
1980-6-26,116.19,116.72,117.98,115.58,-,-0.45%
1980-6-27,116.00,116.19,116.93,115.06,-,-0.16%
1980-6-30,114.24,116.00,116.04,113.55,-,-1.52%
1980-7-1,114.93,114.24,115.45,113.54,-,0.60%
1980-7-2,115.68,114.93,116.44,114.36,-,0.65%
1980-7-3,117.46,115.68,117.80,115.49,-,1.54%
1980-7-7,118.29,117.46,118.85,116.96,-,0.71%
1980-7-8,117.84,118.29,119.11,117.07,-,-0.38%
1980-7-9,117.98,117.84,119.52,117.10,-,0.12%
1980-7-10,116.95,117.98,118.57,116.38,-,-0.87%
1980-7-11,117.84,116.95,118.38,116.29,-,0.76%
1980-7-14,120.01,117.84,120.37,117.45,-,1.84%
1980-7-15,119.30,120.01,121.56,118.85,-,-0.59%
1980-7-16,119.63,119.30,120.87,118.54,-,0.28%
1980-7-17,121.44,119.63,121.84,119.43,-,1.51%
1980-7-18,122.04,121.44,123.19,120.88,-,0.49%
1980-7-21,122.51,122.04,123.15,120.85,-,0.39%
1980-7-22,122.19,122.51,123.90,121.38,-,-0.26%
1980-7-23,121.93,122.19,123.26,120.93,-,-0.21%
1980-7-24,121.79,121.93,122.98,120.83,-,-0.11%
1980-7-25,120.78,121.79,121.96,119.94,-,-0.83%
1980-7-28,121.43,120.78,122.02,119.78,-,0.54%
1980-7-29,122.40,121.43,122.99,120.76,-,0.80%
1980-7-30,122.23,122.40,123.93,121.16,-,-0.14%
1980-7-31,121.67,122.23,122.34,119.40,-,-0.46%
1980-8-1,121.21,121.67,122.38,120.08,-,-0.38%
1980-8-4,120.98,121.21,121.63,119.42,-,-0.19%
1980-8-5,120.74,120.98,122.09,119.96,-,-0.20%
1980-8-6,121.55,120.74,122.01,119.94,-,0.67%
1980-8-7,123.30,121.66,123.84,121.66,-,1.44%
1980-8-8,123.61,123.30,125.23,122.82,-,0.25%
1980-8-11,124.78,123.61,125.31,122.85,-,0.95%
1980-8-12,123.79,124.78,125.78,123.29,-,-0.79%
1980-8-13,123.28,123.79,124.67,122.49,-,-0.41%
1980-8-14,125.25,123.28,125.62,122.68,-,1.60%
1980-8-15,125.72,125.25,126.61,124.57,-,0.38%
1980-8-18,123.39,125.28,125.28,122.82,-,-1.85%
1980-8-19,122.60,123.39,124.00,121.97,-,-0.64%
1980-8-20,123.77,122.60,124.27,121.91,-,0.95%
1980-8-21,125.46,123.77,125.99,123.61,-,1.37%
1980-8-22,126.02,125.46,127.78,125.18,-,0.45%
1980-8-25,125.16,126.02,126.28,124.65,-,-0.68%
1980-8-26,124.84,125.16,126.29,124.01,-,-0.26%
1980-8-27,123.52,124.84,124.98,122.93,-,-1.06%
1980-8-28,122.08,123.52,123.91,121.61,-,-1.17%
1980-8-29,122.38,122.08,123.01,121.06,-,0.25%
1980-9-2,123.74,122.38,124.36,121.79,-,1.11%
1980-9-3,126.12,123.87,126.43,123.87,-,1.92%
1980-9-4,125.42,126.12,127.70,124.42,-,-0.56%
1980-9-5,124.88,125.42,126.12,124.08,-,-0.43%
1980-9-8,123.31,124.88,125.67,122.78,-,-1.26%
1980-9-9,124.07,123.31,124.52,121.94,-,0.62%
1980-9-10,124.81,124.07,125.95,123.60,-,0.60%
1980-9-11,125.66,124.81,126.48,124.19,-,0.68%
1980-9-12,125.54,125.66,126.75,124.72,-,-0.10%
1980-9-15,125.67,125.54,126.35,124.09,-,0.10%
1980-9-16,126.74,125.67,127.78,125.15,-,0.85%
1980-9-17,128.87,126.74,129.68,126.37,-,1.68%
1980-9-18,128.40,128.87,130.38,127.63,-,-0.36%
1980-9-19,129.25,128.40,130.33,127.57,-,0.66%
1980-9-22,130.40,129.25,130.99,127.89,-,0.89%
1980-9-23,129.43,130.40,132.17,128.55,-,-0.74%
1980-9-24,130.37,129.43,131.34,128.45,-,0.73%
1980-9-25,128.72,130.37,131.53,128.13,-,-1.27%
1980-9-26,126.35,128.17,128.17,125.29,-,-1.84%
1980-9-29,123.54,125.41,125.41,122.87,-,-2.22%
1980-9-30,125.46,123.54,126.09,123.54,-,1.55%
1980-10-1,127.13,125.46,127.88,124.66,-,1.33%
1980-10-2,128.09,127.13,128.82,126.04,-,0.76%
1980-10-3,129.33,128.09,130.44,127.65,-,0.97%
1980-10-6,131.73,129.35,132.38,129.35,-,1.86%
1980-10-7,131.00,131.73,132.88,130.10,-,-0.55%
1980-10-8,131.65,131.00,132.78,130.28,-,0.50%
1980-10-9,131.04,131.65,132.65,130.25,-,-0.46%
1980-10-10,130.29,131.04,132.15,129.58,-,-0.57%
1980-10-13,132.03,130.29,132.46,129.37,-,1.34%
1980-10-14,132.02,132.03,133.57,131.16,-,-0.01%
1980-10-15,133.70,132.02,134.35,131.59,-,1.27%
1980-10-16,132.22,133.70,135.88,131.64,-,-1.11%
1980-10-17,131.52,132.22,133.07,130.22,-,-0.53%
1980-10-20,132.61,131.52,133.21,130.04,-,0.83%
1980-10-21,131.84,132.61,134.01,130.78,-,-0.58%
1980-10-22,131.92,131.84,132.97,130.62,-,0.06%
1980-10-23,129.53,131.92,132.54,128.87,-,-1.81%
1980-10-24,129.85,129.53,130.55,128.04,-,0.25%
1980-10-27,127.88,129.85,129.94,127.34,-,-1.52%
1980-10-28,128.05,127.88,128.86,126.36,-,0.13%
1980-10-29,127.91,128.05,129.91,127.07,-,-0.11%
1980-10-30,126.29,127.91,128.71,125.78,-,-1.27%
1980-10-31,127.47,126.29,128.24,125.29,-,0.93%
1980-11-3,129.04,127.47,129.85,127.23,-,1.23%
1980-11-5,131.33,130.77,135.65,130.77,-,1.77%
1980-11-6,128.91,131.30,131.30,128.23,-,-1.84%
1980-11-7,129.18,128.91,130.08,127.74,-,0.21%
1980-11-10,129.48,129.18,130.51,128.19,-,0.23%
1980-11-11,131.26,129.48,132.30,129.48,-,1.37%
1980-11-12,134.59,131.33,135.12,131.33,-,2.54%
1980-11-13,136.49,134.59,137.21,134.12,-,1.41%
1980-11-14,137.15,136.49,138.96,135.12,-,0.48%
1980-11-17,137.75,137.15,138.46,134.90,-,0.44%
1980-11-18,139.70,137.91,140.92,137.91,-,1.42%
1980-11-19,139.06,139.70,141.76,138.06,-,-0.46%
1980-11-20,140.40,139.06,141.24,137.79,-,0.96%
1980-11-21,139.11,140.40,141.24,138.10,-,-0.92%
1980-11-24,138.31,139.11,139.36,136.36,-,-0.58%
1980-11-25,139.33,138.31,140.83,137.42,-,0.74%
1980-11-26,140.17,139.33,141.96,138.60,-,0.60%
1980-11-28,140.52,140.17,141.54,139.00,-,0.25%
1980-12-1,137.21,140.52,140.66,136.75,-,-2.36%
1980-12-2,136.97,137.21,138.11,134.37,-,-0.17%
1980-12-3,136.71,136.97,138.09,135.43,-,-0.19%
1980-12-4,136.48,136.71,138.40,135.09,-,-0.17%
1980-12-5,134.03,136.37,136.37,132.91,-,-1.80%
1980-12-8,130.61,133.19,133.19,129.71,-,-2.55%
1980-12-9,130.48,130.61,131.92,128.77,-,-0.10%
1980-12-10,128.26,130.48,131.99,127.94,-,-1.70%
1980-12-11,127.36,128.26,128.73,125.32,-,-0.70%
1980-12-12,129.23,127.36,129.98,127.15,-,1.47%
1980-12-15,129.45,129.23,131.33,128.64,-,0.17%
1980-12-16,130.60,129.45,131.22,128.33,-,0.89%
1980-12-17,132.89,130.60,133.59,130.22,-,1.75%
1980-12-18,133.00,132.89,135.90,131.89,-,0.08%
1980-12-19,133.70,133.00,134.00,131.80,-,0.53%
1980-12-22,135.78,133.70,136.68,132.88,-,1.56%
1980-12-23,135.30,135.78,137.48,134.01,-,-0.35%
1980-12-24,135.88,135.30,136.55,134.15,-,0.43%
1980-12-26,136.57,135.88,137.02,135.20,-,0.51%
1980-12-29,135.03,136.57,137.51,134.36,-,-1.13%
1980-12-30,135.33,135.03,136.51,134.04,-,0.22%
1980-12-31,135.76,135.33,136.76,134.29,-,0.32%
1981-1-2,136.34,135.76,137.10,134.61,-,0.43%
1981-1-5,137.97,136.34,139.24,135.86,-,1.20%
1981-1-6,138.12,137.97,140.32,135.78,-,0.11%
1981-1-7,135.08,136.02,136.02,132.30,-,-2.20%
1981-1-8,133.06,135.08,136.10,131.96,-,-1.50%
1981-1-9,133.48,133.06,134.76,131.71,-,0.32%
1981-1-12,133.52,133.48,135.88,132.79,-,0.03%
1981-1-13,133.29,133.52,134.27,131.69,-,-0.17%
1981-1-14,133.47,133.29,135.25,132.65,-,0.14%
1981-1-15,134.22,133.47,135.15,132.44,-,0.56%
1981-1-16,134.77,134.22,135.91,133.35,-,0.41%
1981-1-19,134.37,134.77,135.86,133.51,-,-0.30%
1981-1-20,131.65,134.37,135.30,131.26,-,-2.02%
1981-1-21,131.36,131.65,132.48,129.93,-,-0.22%
1981-1-22,130.26,131.36,132.08,129.23,-,-0.84%
1981-1-23,130.23,130.26,131.34,129.00,-,-0.02%
1981-1-26,129.84,130.23,131.18,128.57,-,-0.30%
1981-1-27,131.12,129.84,131.95,129.32,-,0.99%
1981-1-28,130.34,131.12,132.41,129.82,-,-0.59%
1981-1-29,130.24,130.34,131.78,128.97,-,-0.08%
1981-1-30,129.55,130.24,131.65,128.61,-,-0.53%
1981-2-2,126.91,129.48,129.48,125.82,-,-2.04%
1981-2-3,128.46,126.91,128.92,125.89,-,1.22%
1981-2-4,128.59,128.46,129.71,127.29,-,0.10%
1981-2-5,129.63,128.59,130.49,127.99,-,0.81%
1981-2-6,130.60,129.63,131.81,129.03,-,0.75%
1981-2-9,129.27,130.60,131.39,128.61,-,-1.02%
1981-2-10,129.24,129.27,130.19,128.05,-,-0.02%
1981-2-11,128.24,129.24,129.92,127.60,-,-0.77%
1981-2-12,127.48,128.24,128.95,126.78,-,-0.59%
1981-2-13,126.98,127.48,128.34,126.04,-,-0.39%
1981-2-17,127.81,126.98,128.75,126.43,-,0.65%
1981-2-18,128.48,127.81,129.25,127.09,-,0.52%
1981-2-19,126.61,128.48,129.07,125.98,-,-1.46%
1981-2-20,126.58,126.61,127.65,124.66,-,-0.02%
1981-2-23,127.35,126.58,128.28,125.69,-,0.61%
1981-2-24,127.39,127.35,128.76,126.49,-,0.03%
1981-2-25,128.52,127.39,129.21,125.77,-,0.89%
1981-2-26,130.10,128.52,130.93,128.02,-,1.23%
1981-2-27,131.27,130.10,132.02,129.35,-,0.90%
1981-3-2,132.01,131.27,132.96,130.15,-,0.56%
1981-3-3,130.56,132.01,132.72,129.66,-,-1.10%
1981-3-4,130.86,130.56,132.07,129.57,-,0.23%
1981-3-5,129.93,130.86,131.82,129.25,-,-0.71%
1981-3-6,129.85,129.93,131.18,128.56,-,-0.06%
1981-3-9,131.12,129.85,131.94,129.39,-,0.98%
1981-3-10,130.46,131.12,132.64,129.72,-,-0.50%
1981-3-11,129.95,130.46,131.20,128.72,-,-0.39%
1981-3-12,133.19,129.95,133.56,129.76,-,2.49%
1981-3-13,133.11,133.19,135.53,132.39,-,-0.06%
1981-3-16,134.68,133.11,135.35,132.10,-,1.18%
1981-3-17,133.92,134.68,136.09,132.80,-,-0.56%
1981-3-18,134.22,133.92,135.66,132.80,-,0.22%
1981-3-19,133.46,134.22,135.37,132.37,-,-0.57%
1981-3-20,134.08,133.46,135.29,132.50,-,0.46%
1981-3-23,135.69,134.08,136.50,133.41,-,1.20%
1981-3-24,134.67,135.69,137.40,134.10,-,-0.75%
1981-3-25,137.11,134.67,137.32,133.92,-,1.81%
1981-3-26,136.27,137.11,138.38,135.29,-,-0.61%
1981-3-27,134.65,136.27,136.89,133.91,-,-1.19%
1981-3-30,134.28,134.65,135.87,133.51,-,-0.27%
1981-3-31,136.00,134.68,137.15,134.68,-,1.28%
1981-4-1,136.57,136.00,137.56,135.04,-,0.42%
1981-4-2,136.32,136.57,137.72,135.16,-,-0.18%
1981-4-3,135.49,136.32,137.04,134.67,-,-0.61%
1981-4-6,133.93,135.49,135.61,132.91,-,-1.15%
1981-4-7,133.91,133.93,135.27,132.96,-,-0.01%
1981-4-8,134.31,133.91,135.34,133.26,-,0.30%
1981-4-9,134.67,134.31,135.80,132.59,-,0.27%
1981-4-10,134.51,134.67,136.23,133.18,-,-0.12%
1981-4-13,133.15,134.51,134.91,132.24,-,-1.01%
1981-4-14,132.68,133.15,134.03,131.58,-,-0.35%
1981-4-15,134.17,132.68,134.79,132.20,-,1.12%
1981-4-16,134.70,134.17,135.82,133.43,-,0.40%
1981-4-20,135.45,134.70,136.25,133.19,-,0.56%
1981-4-21,134.23,135.45,136.38,133.49,-,-0.90%
1981-4-22,134.14,134.23,135.54,132.72,-,-0.07%
1981-4-23,133.94,134.14,135.90,132.90,-,-0.15%
1981-4-24,135.14,133.94,136.00,132.88,-,0.90%
1981-4-27,135.48,135.14,136.56,134.13,-,0.25%
1981-4-28,134.33,135.48,136.09,133.10,-,-0.85%
1981-4-29,133.05,134.33,134.69,131.82,-,-0.95%
1981-4-30,132.81,133.05,134.44,131.85,-,-0.18%
1981-5-1,132.72,132.81,134.17,131.43,-,-0.07%
1981-5-4,130.67,131.78,131.78,129.61,-,-1.54%
1981-5-5,130.32,130.67,131.33,128.93,-,-0.27%
1981-5-6,130.78,130.32,132.38,130.09,-,0.35%
1981-5-7,131.67,130.78,132.41,130.21,-,0.68%
1981-5-8,131.66,131.67,132.69,130.84,-,-0.01%
1981-5-11,129.71,131.66,132.23,129.11,-,-1.48%
1981-5-12,130.72,129.71,131.17,128.78,-,0.78%
1981-5-13,130.55,130.72,131.96,129.53,-,-0.13%
1981-5-14,131.28,130.55,132.15,129.91,-,0.56%
1981-5-15,132.17,131.28,133.21,130.75,-,0.68%
1981-5-18,132.54,132.17,133.65,131.49,-,0.28%
1981-5-19,132.09,132.54,133.22,130.78,-,-0.34%
1981-5-20,132.00,132.09,133.03,130.59,-,-0.07%
1981-5-21,131.75,132.00,133.03,130.70,-,-0.19%
1981-5-22,131.33,131.75,132.65,130.42,-,-0.32%
1981-5-26,132.77,131.33,133.30,130.64,-,1.10%
1981-5-27,133.77,132.77,134.65,131.85,-,0.75%
1981-5-28,133.45,133.77,134.92,132.00,-,-0.24%
1981-5-29,132.59,133.45,134.36,131.52,-,-0.64%
1981-6-1,132.41,132.59,134.62,131.49,-,-0.14%
1981-6-2,130.62,132.41,132.96,129.84,-,-1.35%
1981-6-3,130.71,130.62,131.37,128.77,-,0.07%
1981-6-4,130.96,130.71,132.21,129.72,-,0.19%
1981-6-5,132.22,130.96,132.98,130.17,-,0.96%
1981-6-8,132.24,132.22,133.68,131.29,-,0.02%
1981-6-9,131.97,132.24,133.30,130.94,-,-0.20%
1981-6-10,132.32,131.97,133.49,131.04,-,0.27%
1981-6-11,133.75,132.32,134.31,131.58,-,1.08%
1981-6-12,133.49,133.75,135.09,132.40,-,-0.19%
1981-6-15,133.61,133.49,135.67,132.78,-,0.09%
1981-6-16,132.15,133.61,134.00,131.29,-,-1.09%
1981-6-17,133.32,132.15,133.98,130.81,-,0.89%
1981-6-18,131.64,133.32,133.98,130.94,-,-1.26%
1981-6-19,132.27,131.64,133.27,130.49,-,0.48%
1981-6-22,131.95,132.27,133.54,131.10,-,-0.24%
1981-6-23,133.35,131.95,133.98,131.16,-,1.06%
1981-6-24,132.66,133.35,133.90,131.65,-,-0.52%
1981-6-25,132.81,132.66,134.30,131.78,-,0.11%
1981-6-26,132.56,132.81,133.75,131.71,-,-0.19%
1981-6-29,131.89,132.56,133.50,131.20,-,-0.51%
1981-6-30,131.21,131.89,132.67,130.31,-,-0.52%
1981-7-1,129.77,131.21,131.69,129.04,-,-1.10%
1981-7-2,128.64,129.77,130.48,127.84,-,-0.87%
1981-7-6,127.37,128.64,128.99,126.44,-,-0.99%
1981-7-7,128.24,127.37,129.60,126.39,-,0.68%
1981-7-8,128.32,128.24,129.57,126.95,-,0.06%
1981-7-9,129.30,128.32,130.08,127.57,-,0.76%
1981-7-10,129.37,129.30,130.43,128.38,-,0.05%
1981-7-13,129.64,129.37,130.82,128.79,-,0.21%
1981-7-14,129.65,129.64,130.78,128.14,-,0.01%
1981-7-15,130.23,129.65,131.59,128.89,-,0.45%
1981-7-16,130.34,130.23,131.41,129.30,-,0.08%
1981-7-17,130.76,130.34,131.60,129.49,-,0.32%
1981-7-20,128.72,130.60,130.60,127.98,-,-1.56%
1981-7-21,128.34,128.72,129.60,127.08,-,-0.30%
1981-7-22,127.13,128.34,129.72,126.70,-,-0.94%
1981-7-23,127.40,127.13,128.26,125.96,-,0.21%
1981-7-24,128.46,127.40,129.31,127.11,-,0.83%
1981-7-27,129.90,128.46,130.61,128.43,-,1.12%
1981-7-28,129.14,129.90,130.44,128.28,-,-0.59%
1981-7-29,129.16,129.14,130.09,128.37,-,0.02%
1981-7-30,130.01,129.16,130.68,128.56,-,0.66%
1981-7-31,130.92,130.01,131.78,129.60,-,0.70%
1981-8-3,130.48,130.92,131.74,129.42,-,-0.34%
1981-8-4,131.18,130.48,131.66,129.43,-,0.54%
1981-8-5,132.67,131.18,133.39,130.76,-,1.14%
1981-8-6,132.64,132.67,134.04,131.74,-,-0.02%
1981-8-7,131.75,132.64,133.04,130.96,-,-0.67%
1981-8-10,132.54,131.75,133.32,130.83,-,0.60%
1981-8-11,133.85,132.54,134.63,132.09,-,0.99%
1981-8-12,133.40,133.85,135.18,132.73,-,-0.34%
1981-8-13,133.51,133.40,134.58,132.53,-,0.08%
1981-8-14,132.49,133.51,134.33,131.91,-,-0.76%
1981-8-17,131.22,132.49,133.02,130.75,-,-0.96%
1981-8-18,130.11,131.22,131.73,129.10,-,-0.85%
1981-8-19,130.49,130.11,131.20,128.99,-,0.29%
1981-8-20,130.69,130.49,131.74,129.84,-,0.15%
1981-8-21,129.23,130.69,131.06,128.70,-,-1.12%
1981-8-24,125.50,128.59,128.59,125.02,-,-2.89%
1981-8-25,125.13,125.50,125.77,123.00,-,-0.29%
1981-8-26,124.96,125.13,126.17,123.99,-,-0.14%
1981-8-27,123.51,124.96,125.31,122.90,-,-1.16%
1981-8-28,124.08,123.51,125.09,122.85,-,0.46%
1981-8-31,122.79,124.08,125.58,122.29,-,-1.04%
1981-9-1,123.02,122.79,123.92,121.59,-,0.19%
1981-9-2,123.49,123.02,124.58,122.54,-,0.38%
1981-9-3,121.24,123.49,124.16,120.82,-,-1.82%
1981-9-4,120.07,121.24,121.54,119.24,-,-0.97%
1981-9-8,117.98,120.07,120.12,116.85,-,-1.74%
1981-9-9,118.40,117.98,119.49,116.87,-,0.36%
1981-9-10,120.14,118.40,122.18,118.33,-,1.47%
1981-9-11,121.61,120.14,122.13,119.29,-,1.22%
1981-9-14,120.66,121.61,122.00,119.67,-,-0.78%
1981-9-15,119.77,120.66,121.77,119.27,-,-0.74%
1981-9-16,118.87,119.77,120.00,117.89,-,-0.75%
1981-9-17,117.15,118.87,119.87,116.63,-,-1.45%
1981-9-18,116.26,117.15,117.69,115.18,-,-0.76%
1981-9-21,117.24,116.26,118.07,115.04,-,0.84%
1981-9-22,116.68,117.24,118.19,115.93,-,-0.48%
1981-9-23,115.65,116.68,116.68,113.60,-,-0.88%
1981-9-24,115.01,115.65,117.47,114.32,-,-0.55%
1981-9-25,112.77,114.69,114.69,111.64,-,-1.95%
1981-9-28,115.53,112.77,115.83,110.19,-,2.45%
1981-9-29,115.94,115.53,117.75,114.75,-,0.35%
1981-9-30,116.18,115.94,117.05,114.60,-,0.21%
1981-10-1,117.08,116.18,117.66,115.00,-,0.77%
1981-10-2,119.36,117.08,120.16,117.07,-,1.95%
1981-10-5,119.51,119.36,121.54,118.61,-,0.13%
1981-10-6,119.39,119.51,121.39,118.08,-,-0.10%
1981-10-7,121.31,119.39,121.87,119.09,-,1.61%
1981-10-8,122.31,121.31,123.08,120.23,-,0.82%
1981-10-9,121.45,122.31,123.28,120.63,-,-0.70%
1981-10-12,121.21,121.45,122.37,120.17,-,-0.20%
1981-10-13,120.78,121.21,122.37,119.96,-,-0.35%
1981-10-14,118.80,120.78,120.97,118.38,-,-1.64%
